text,label
Luckily Saya selamat now,0
Luckily Saya selamat at the moment,0
Luckily Saya selamat right now,0
Luckily Saya selamat after the fall,0
Luckily Tiada masalah,0
Luckily Tiada masalah now,0
Luckily Tiada masalah at the moment,0
Luckily Tiada masalah right now,0
Luckily Tiada masalah after the fall,0
Luckily Saya tidak cedera,0
Luckily Saya tidak cedera now,0
Luckily Saya tidak cedera at the moment,0
Luckily Saya tidak cedera right now,0
Luckily Saya tidak cedera after the fall,0
Luckily Saya boleh berjalan,0
Luckily Saya boleh berjalan now,0
Luckily Saya boleh berjalan at the moment,0
Luckily Saya boleh berjalan right now,0
Luckily Saya boleh berjalan after the fall,0
Luckily Saya boleh berdiri,0
Luckily Saya boleh berdiri now,0
Luckily Saya boleh berdiri at the moment,0
Luckily Saya boleh berdiri right now,0
Luckily Saya boleh berdiri after the fall,0
Luckily Saya tidak perlukan bantuan,0
Luckily Saya tidak perlukan bantuan now,0
Luckily Saya tidak perlukan bantuan at the moment,0
Luckily Saya tidak perlukan bantuan right now,0
Luckily Saya tidak perlukan bantuan after the fall,0
Luckily Semuanya baik,0
Luckily Semuanya baik now,0
Luckily Semuanya baik at the moment,0
Luckily Semuanya baik right now,0
Luckily Semuanya baik after the fall,0
Luckily Tiada kecemasan,0
Luckily Tiada kecemasan now,0
Luckily Tiada kecemasan at the moment,0
Luckily Tiada kecemasan right now,0
Luckily Tiada kecemasan after the fall,0
Luckily Saya sihat,0
Luckily Saya sihat now,0
Luckily Saya sihat at the moment,0
Luckily Saya sihat right now,0
Luckily Saya sihat after the fall,0
Luckily Saya rasa baik,0
Luckily Saya rasa baik now,0
Luckily Saya rasa baik at the moment,0
Luckily Saya rasa baik right now,0
Luckily Saya rasa baik after the fall,0
Luckily 我没事,0
Luckily 我没事 now,0
Luckily 我没事 at the moment,0
Luckily 我没事 right now,0
Luckily 我没事 after the fall,0
Luckily 我很好,0
Luckily 我很好 now,0
Luckily 我很好 at the moment,0
Luckily 我很好 right now,0
Luckily 我很好 after the fall,0
Luckily 没问题,0
Luckily 没问题 now,0
Luckily 没问题 at the moment,0
Luckily 没问题 right now,0
Luckily 没问题 after the fall,0
Luckily 我很安全,0
Luckily 我很安全 now,0
Luckily 我很安全 at the moment,0
Luckily 我很安全 right now,0
Luckily 我很安全 after the fall,0
Luckily 我没有受伤,0
Luckily 我没有受伤 now,0
Luckily 我没有受伤 at the moment,0
Luckily 我没有受伤 right now,0
Luckily 我没有受伤 after the fall,0
Luckily 我可以走路,0
Luckily 我可以走路 now,0
Luckily 我可以走路 at the moment,0
Luckily 我可以走路 right now,0
Luckily 我可以走路 after the fall,0
Luckily 我可以站起来,0
Luckily 我可以站起来 now,0
Luckily 我可以站起来 at the moment,0
Luckily 我可以站起来 right now,0
Luckily 我可以站起来 after the fall,0
Luckily 我不需要帮助,0
Luckily 我不需要帮助 now,0
Luckily 我不需要帮助 at the moment,0
Luckily 我不需要帮助 right now,0
Luckily 我不需要帮助 after the fall,0
Luckily 一切都很好,0
Luckily 一切都很好 now,0
Luckily 一切都很好 at the moment,0
Luckily 一切都很好 right now,0
Luckily 一切都很好 after the fall,0
Luckily 没有紧急情况,0
Luckily 没有紧急情况 now,0
Luckily 没有紧急情况 at the moment,0
Luckily 没有紧急情况 right now,0
Luckily 没有紧急情况 after the fall,0
Luckily 我感觉很好,0
Luckily 我感觉很好 now,0
Luckily 我感觉很好 at the moment,0
Luckily 我感觉很好 right now,0
Luckily 我感觉很好 after the fall,0
Luckily 我恢复了,0
Luckily 我恢复了 now,0
Luckily 我恢复了 at the moment,0
Luckily 我恢复了 right now,0
Luckily 我恢复了 after the fall,0
Luckily 我还能站着,0
Luckily 我还能站着 now,0
Luckily 我还能站着 at the moment,0
Luckily 我还能站着 right now,0
Luckily 我还能站着 after the fall,0
Thankfully I'm okay,0
Thankfully I'm okay now,0
Thankfully I'm okay at the moment,0
Thankfully I'm okay right now,0
Thankfully I'm okay after the fall,0
Thankfully I am okay,0
Thankfully I am okay now,0
Thankfully I am okay at the moment,0
Thankfully I am okay right now,0
Thankfully I am okay after the fall,0
Thankfully I'm fine,0
Thankfully I'm fine now,0
Thankfully I'm fine at the moment,0
Thankfully I'm fine right now,0
Thankfully I'm fine after the fall,0
Thankfully Everything is fine,0
Thankfully Everything is fine now,0
Thankfully Everything is fine at the moment,0
Thankfully Everything is fine right now,0
Thankfully Everything is fine after the fall,0
Thankfully Everything is okay,0
Thankfully Everything is okay now,0
Thankfully Everything is okay at the moment,0
Thankfully Everything is okay right now,0
Thankfully Everything is okay after the fall,0
Thankfully No problem,0
Thankfully No problem now,0
Thankfully No problem at the moment,0
Thankfully No problem right now,0
Thankfully No problem after the fall,0
Thankfully False alarm,0
Thankfully False alarm now,0
Thankfully False alarm at the moment,0
Thankfully False alarm right now,0
Thankfully False alarm after the fall,0
Thankfully I can walk,0
Thankfully I can walk now,0
Thankfully I can walk at the moment,0
Thankfully I can walk right now,0
Thankfully I can walk after the fall,0
Thankfully I can stand,0
Thankfully I can stand now,0
Thankfully I can stand at the moment,0
Thankfully I can stand right now,0
Thankfully I can stand after the fall,0
Thankfully I am safe,0
Thankfully I am safe now,0
Thankfully I am safe at the moment,0
Thankfully I am safe right now,0
Thankfully I am safe after the fall,0
Thankfully I am not injured,0
Thankfully I am not injured now,0
Thankfully I am not injured at the moment,0
Thankfully I am not injured right now,0
Thankfully I am not injured after the fall,0
Thankfully I don't need help,0
Thankfully I don't need help now,0
Thankfully I don't need help at the moment,0
Thankfully I don't need help right now,0
Thankfully I don't need help after the fall,0
Thankfully No emergency,0
Thankfully No emergency now,0
Thankfully No emergency at the moment,0
Thankfully No emergency right now,0
Thankfully No emergency after the fall,0
Thankfully I feel good,0
Thankfully I feel good now,0
Thankfully I feel good at the moment,0
Thankfully I feel good right now,0
Thankfully I feel good after the fall,0
Thankfully I feel alright,0
Thankfully I feel alright now,0
Thankfully I feel alright at the moment,0
Thankfully I feel alright right now,0
Thankfully I feel alright after the fall,0
Thankfully I can continue walking,0
Thankfully I can continue walking now,0
Thankfully I can continue walking at the moment,0
Thankfully I can continue walking right now,0
Thankfully I can continue walking after the fall,0
Thankfully Nothing happened,0
Thankfully Nothing happened now,0
Thankfully Nothing happened at the moment,0
Thankfully Nothing happened right now,0
Thankfully Nothing happened after the fall,0
Thankfully I recovered,0
Thankfully I recovered now,0
Thankfully I recovered at the moment,0
Thankfully I recovered right now,0
Thankfully I recovered after the fall,0
Thankfully I'm still standing,0
Thankfully I'm still standing now,0
Thankfully I'm still standing at the moment,0
Thankfully I'm still standing right now,0
Thankfully I'm still standing after the fall,0
Thankfully Saya okay,0
Thankfully Saya okay now,0
Thankfully Saya okay at the moment,0
Thankfully Saya okay right now,0
Thankfully Saya okay after the fall,0
Thankfully Saya tidak apa apa,0
Thankfully Saya tidak apa apa now,0
Thankfully Saya tidak apa apa at the moment,0
Thankfully Saya tidak apa apa right now,0
Thankfully Saya tidak apa apa after the fall,0
Thankfully Saya baik,0
Thankfully Saya baik now,0
Thankfully Saya baik at the moment,0
Thankfully Saya baik right now,0
Thankfully Saya baik after the fall,0
Thankfully Saya selamat,0
Thankfully Saya selamat now,0
Thankfully Saya selamat at the moment,0
Thankfully Saya selamat right now,0
Thankfully Saya selamat after the fall,0
Thankfully Tiada masalah,0
Thankfully Tiada masalah now,0
Thankfully Tiada masalah at the moment,0
Thankfully Tiada masalah right now,0
Thankfully Tiada masalah after the fall,0
Thankfully Saya tidak cedera,0
Thankfully Saya tidak cedera now,0
Thankfully Saya tidak cedera at the moment,0
Thankfully Saya tidak cedera right now,0
Thankfully Saya tidak cedera after the fall,0
Thankfully Saya boleh berjalan,0
Thankfully Saya boleh berjalan now,0
Thankfully Saya boleh berjalan at the moment,0
Thankfully Saya boleh berjalan right now,0
Thankfully Saya boleh berjalan after the fall,0
Thankfully Saya boleh berdiri,0
Thankfully Saya boleh berdiri now,0
Thankfully Saya boleh berdiri at the moment,0
Thankfully Saya boleh berdiri right now,0
Thankfully Saya boleh berdiri after the fall,0
Thankfully Saya tidak perlukan bantuan,0
Thankfully Saya tidak perlukan bantuan now,0
Thankfully Saya tidak perlukan bantuan at the moment,0
Thankfully Saya tidak perlukan bantuan right now,0
Thankfully Saya tidak perlukan bantuan after the fall,0
Thankfully Semuanya baik,0
Thankfully Semuanya baik now,0
Thankfully Semuanya baik at the moment,0
Thankfully Semuanya baik right now,0
Thankfully Semuanya baik after the fall,0
Thankfully Tiada kecemasan,0
Thankfully Tiada kecemasan now,0
Thankfully Tiada kecemasan at the moment,0
Thankfully Tiada kecemasan right now,0
Thankfully Tiada kecemasan after the fall,0
Thankfully Saya sihat,0
Thankfully Saya sihat now,0
Thankfully Saya sihat at the moment,0
Thankfully Saya sihat right now,0
Thankfully Saya sihat after the fall,0
Thankfully Saya rasa baik,0
Thankfully Saya rasa baik now,0
Thankfully Saya rasa baik at the moment,0
Thankfully Saya rasa baik right now,0
Thankfully Saya rasa baik after the fall,0
Thankfully 我没事,0
Thankfully 我没事 now,0
Thankfully 我没事 at the moment,0
Thankfully 我没事 right now,0
Thankfully 我没事 after the fall,0
Thankfully 我很好,0
Thankfully 我很好 now,0
Thankfully 我很好 at the moment,0
Thankfully 我很好 right now,0
Thankfully 我很好 after the fall,0
Thankfully 没问题,0
Thankfully 没问题 now,0
Thankfully 没问题 at the moment,0
Thankfully 没问题 right now,0
Thankfully 没问题 after the fall,0
Thankfully 我很安全,0
Thankfully 我很安全 now,0
Thankfully 我很安全 at the moment,0
Thankfully 我很安全 right now,0
Thankfully 我很安全 after the fall,0
Thankfully 我没有受伤,0
Thankfully 我没有受伤 now,0
Thankfully 我没有受伤 at the moment,0
Thankfully 我没有受伤 right now,0
Thankfully 我没有受伤 after the fall,0
Thankfully 我可以走路,0
Thankfully 我可以走路 now,0
Thankfully 我可以走路 at the moment,0
Thankfully 我可以走路 right now,0
Thankfully 我可以走路 after the fall,0
Thankfully 我可以站起来,0
Thankfully 我可以站起来 now,0
Thankfully 我可以站起来 at the moment,0
Thankfully 我可以站起来 right now,0
Thankfully 我可以站起来 after the fall,0
Thankfully 我不需要帮助,0
Thankfully 我不需要帮助 now,0
Thankfully 我不需要帮助 at the moment,0
Thankfully 我不需要帮助 right now,0
Thankfully 我不需要帮助 after the fall,0
Thankfully 一切都很好,0
Thankfully 一切都很好 now,0
Thankfully 一切都很好 at the moment,0
Thankfully 一切都很好 right now,0
Thankfully 一切都很好 after the fall,0
Thankfully 没有紧急情况,0
Thankfully 没有紧急情况 now,0
Thankfully 没有紧急情况 at the moment,0
Thankfully 没有紧急情况 right now,0
Thankfully 没有紧急情况 after the fall,0
Thankfully 我感觉很好,0
Thankfully 我感觉很好 now,0
Thankfully 我感觉很好 at the moment,0
Thankfully 我感觉很好 right now,0
Thankfully 我感觉很好 after the fall,0
Thankfully 我恢复了,0
Thankfully 我恢复了 now,0
Thankfully 我恢复了 at the moment,0
Thankfully 我恢复了 right now,0
Thankfully 我恢复了 after the fall,0
Thankfully 我还能站着,0
Thankfully 我还能站着 now,0
Thankfully 我还能站着 at the moment,0
Thankfully 我还能站着 right now,0
Thankfully 我还能站着 after the fall,0
Im dizzy,1
im okay but dizzy,1
im ok but dizzy,1
I feel dizzy,1
I feel weak,1
I think I will faint,1
Help me,1
Help me right now,1
Help me immediately,1
Help me please,1
Help me as soon as possible,1
I need help,1
I need help right now,1
I need help immediately,1
I need help please,1
I need help as soon as possible,1
Emergency,1
Emergency right now,1
Emergency immediately,1
Emergency please,1
Emergency as soon as possible,1
Call ambulance,1
Call ambulance right now,1
Call ambulance immediately,1
Call ambulance please,1
Call ambulance as soon as possible,1
Call for help,1
Call for help right now,1
Call for help immediately,1
Call for help please,1
Call for help as soon as possible,1
I fell down,1
I fell down right now,1
I fell down immediately,1
I fell down please,1
I fell down as soon as possible,1
I am injured,1
I am injured right now,1
I am injured immediately,1
I am injured please,1
I am injured as soon as possible,1
I cannot move,1
I cannot move right now,1
I cannot move immediately,1
I cannot move please,1
I cannot move as soon as possible,1
I can't walk,1
I can't walk right now,1
I can't walk immediately,1
I can't walk please,1
I can't walk as soon as possible,1
I can't stand,1
I can't stand right now,1
I can't stand immediately,1
I can't stand please,1
I can't stand as soon as possible,1
I am in pain,1
I am in pain right now,1
I am in pain immediately,1
I am in pain please,1
I am in pain as soon as possible,1
My leg hurts,1
My leg hurts right now,1
My leg hurts immediately,1
My leg hurts please,1
My leg hurts as soon as possible,1
My head hurts,1
My head hurts right now,1
My head hurts immediately,1
My head hurts please,1
My head hurts as soon as possible,1
I feel dizzy,1
I feel dizzy right now,1
I feel dizzy immediately,1
I feel dizzy please,1
I feel dizzy as soon as possible,1
I feel weak,1
I feel weak right now,1
I feel weak immediately,1
I feel weak please,1
I feel weak as soon as possible,1
I might faint,1
I might faint right now,1
I might faint immediately,1
I might faint please,1
I might faint as soon as possible,1
I cannot breathe,1
I cannot breathe right now,1
I cannot breathe immediately,1
I cannot breathe please,1
I cannot breathe as soon as possible,1
I can't breathe,1
I can't breathe right now,1
I can't breathe immediately,1
I can't breathe please,1
I can't breathe as soon as possible,1
I am bleeding,1
I am bleeding right now,1
I am bleeding immediately,1
I am bleeding please,1
I am bleeding as soon as possible,1
I need urgent help,1
I need urgent help right now,1
I need urgent help immediately,1
I need urgent help please,1
I need urgent help as soon as possible,1
I need immediate help,1
I need immediate help right now,1
I need immediate help immediately,1
I need immediate help please,1
I need immediate help as soon as possible,1
I hit my head,1
I hit my head right now,1
I hit my head immediately,1
I hit my head please,1
I hit my head as soon as possible,1
I think I am dying,1
I think I am dying right now,1
I think I am dying immediately,1
I think I am dying please,1
I think I am dying as soon as possible,1
I feel like I am dying,1
I feel like I am dying right now,1
I feel like I am dying immediately,1
I feel like I am dying please,1
I feel like I am dying as soon as possible,1
Please help me,1
Please help me right now,1
Please help me immediately,1
Please help me please,1
Please help me as soon as possible,1
Send help,1
Send help right now,1
Send help immediately,1
Send help please,1
Send help as soon as possible,1
Call somebody,1
Call somebody right now,1
Call somebody immediately,1
Call somebody please,1
Call somebody as soon as possible,1
I lost consciousness,1
I lost consciousness right now,1
I lost consciousness immediately,1
I lost consciousness please,1
I lost consciousness as soon as possible,1
I feel terrible,1
I feel terrible right now,1
I feel terrible immediately,1
I feel terrible please,1
I feel terrible as soon as possible,1
My chest hurts,1
My chest hurts right now,1
My chest hurts immediately,1
My chest hurts please,1
My chest hurts as soon as possible,1
saya pening,1
saya rasa pening,1
saya okay tapi pening,1
saya lemah,1
Tolong saya,1
Tolong saya right now,1
Tolong saya immediately,1
Tolong saya please,1
Tolong saya as soon as possible,1
Saya perlukan bantuan,1
Saya perlukan bantuan right now,1
Saya perlukan bantuan immediately,1
Saya perlukan bantuan please,1
Saya perlukan bantuan as soon as possible,1
Kecemasan,1
Kecemasan right now,1
Kecemasan immediately,1
Kecemasan please,1
Kecemasan as soon as possible,1
Panggil ambulans,1
Panggil ambulans right now,1
Panggil ambulans immediately,1
Panggil ambulans please,1
Panggil ambulans as soon as possible,1
Saya jatuh,1
Saya jatuh right now,1
Saya jatuh immediately,1
Saya jatuh please,1
Saya jatuh as soon as possible,1
Saya cedera,1
Saya cedera right now,1
Saya cedera immediately,1
Saya cedera please,1
Saya cedera as soon as possible,1
Saya tidak boleh bergerak,1
Saya tidak boleh bergerak right now,1
Saya tidak boleh bergerak immediately,1
Saya tidak boleh bergerak please,1
Saya tidak boleh bergerak as soon as possible,1
Saya tidak boleh berjalan,1
Saya tidak boleh berjalan right now,1
Saya tidak boleh berjalan immediately,1
Saya tidak boleh berjalan please,1
Saya tidak boleh berjalan as soon as possible,1
Saya tidak boleh berdiri,1
Saya tidak boleh berdiri right now,1
Saya tidak boleh berdiri immediately,1
Saya tidak boleh berdiri please,1
Saya tidak boleh berdiri as soon as possible,1
Saya sakit,1
Saya sakit right now,1
Saya sakit immediately,1
Saya sakit please,1
Saya sakit as soon as possible,1
Kaki saya sakit,1
Kaki saya sakit right now,1
Kaki saya sakit immediately,1
Kaki saya sakit please,1
Kaki saya sakit as soon as possible,1
Kepala saya sakit,1
Kepala saya sakit right now,1
Kepala saya sakit immediately,1
Kepala saya sakit please,1
Kepala saya sakit as soon as possible,1
Saya pening,1
Saya pening right now,1
Saya pening immediately,1
Saya pening please,1
Saya pening as soon as possible,1
Saya rasa lemah,1
Saya rasa lemah right now,1
Saya rasa lemah immediately,1
Saya rasa lemah please,1
Saya rasa lemah as soon as possible,1
Saya mungkin pengsan,1
Saya mungkin pengsan right now,1
Saya mungkin pengsan immediately,1
Saya mungkin pengsan please,1
Saya mungkin pengsan as soon as possible,1
Saya tidak boleh bernafas,1
Saya tidak boleh bernafas right now,1
Saya tidak boleh bernafas immediately,1
Saya tidak boleh bernafas please,1
Saya tidak boleh bernafas as soon as possible,1
Saya berdarah,1
Saya berdarah right now,1
Saya berdarah immediately,1
Saya berdarah please,1
Saya berdarah as soon as possible,1
Saya perlukan bantuan segera,1
Saya perlukan bantuan segera right now,1
Saya perlukan bantuan segera immediately,1
Saya perlukan bantuan segera please,1
Saya perlukan bantuan segera as soon as possible,1
Tolong bantu saya,1
Tolong bantu saya right now,1
Tolong bantu saya immediately,1
Tolong bantu saya please,1
Tolong bantu saya as soon as possible,1
Saya rasa seperti mahu mati,1
Saya rasa seperti mahu mati right now,1
Saya rasa seperti mahu mati immediately,1
Saya rasa seperti mahu mati please,1
Saya rasa seperti mahu mati as soon as possible,1
Dada saya sakit,1
Dada saya sakit right now,1
Dada saya sakit immediately,1
Dada saya sakit please,1
Dada saya sakit as soon as possible,1
Saya tidak sihat,1
Saya tidak sihat right now,1
Saya tidak sihat immediately,1
Saya tidak sihat please,1
Saya tidak sihat as soon as possible,1
我头晕,1
我有点晕,1
我没事但是头晕,1
我感觉头晕,1
我快昏倒了,1
我快晕倒了,1
救命,1
救命 right now,1
救命 immediately,1
救命 please,1
救命 as soon as possible,1
帮帮我,1
帮帮我 right now,1
帮帮我 immediately,1
帮帮我 please,1
帮帮我 as soon as possible,1
紧急情况,1
紧急情况 right now,1
紧急情况 immediately,1
紧急情况 please,1
紧急情况 as soon as possible,1
叫救护车,1
叫救护车 right now,1
叫救护车 immediately,1
叫救护车 please,1
叫救护车 as soon as possible,1
我跌倒了,1
我跌倒了 right now,1
我跌倒了 immediately,1
我跌倒了 please,1
我跌倒了 as soon as possible,1
我受伤了,1
我受伤了 right now,1
我受伤了 immediately,1
我受伤了 please,1
我受伤了 as soon as possible,1
我不能动,1
我不能动 right now,1
我不能动 immediately,1
我不能动 please,1
我不能动 as soon as possible,1
我不能走路,1
我不能走路 right now,1
我不能走路 immediately,1
我不能走路 please,1
我不能走路 as soon as possible,1
我不能站起来,1
我不能站起来 right now,1
我不能站起来 immediately,1
我不能站起来 please,1
我不能站起来 as soon as possible,1
我很痛,1
我很痛 right now,1
我很痛 immediately,1
我很痛 please,1
我很痛 as soon as possible,1
我的腿很痛,1
我的腿很痛 right now,1
我的腿很痛 immediately,1
我的腿很痛 please,1
我的腿很痛 as soon as possible,1
我的头很痛,1
我的头很痛 right now,1
我的头很痛 immediately,1
我的头很痛 please,1
我的头很痛 as soon as possible,1
我头晕,1
我头晕 right now,1
我头晕 immediately,1
我头晕 please,1
我头晕 as soon as possible,1
我很虚弱,1
我很虚弱 right now,1
我很虚弱 immediately,1
我很虚弱 please,1
我很虚弱 as soon as possible,1
我快晕倒了,1
我快晕倒了 right now,1
我快晕倒了 immediately,1
我快晕倒了 please,1
我快晕倒了 as soon as possible,1
我无法呼吸,1
我无法呼吸 right now,1
我无法呼吸 immediately,1
我无法呼吸 please,1
我无法呼吸 as soon as possible,1
我流血了,1
我流血了 right now,1
我流血了 immediately,1
我流血了 please,1
我流血了 as soon as possible,1
我需要紧急帮助,1
我需要紧急帮助 right now,1
我需要紧急帮助 immediately,1
我需要紧急帮助 please,1
我需要紧急帮助 as soon as possible,1
请帮助我,1
请帮助我 right now,1
请帮助我 immediately,1
请帮助我 please,1
请帮助我 as soon as possible,1
我觉得我要死了,1
我觉得我要死了 right now,1
我觉得我要死了 immediately,1
我觉得我要死了 please,1
我觉得我要死了 as soon as possible,1
我的胸口很痛,1
我的胸口很痛 right now,1
我的胸口很痛 immediately,1
我的胸口很痛 please,1
我的胸口很痛 as soon as possible,1
我失去意识了,1
我失去意识了 right now,1
我失去意识了 immediately,1
我失去意识了 please,1
我失去意识了 as soon as possible,1
我感觉很糟糕,1
我感觉很糟糕 right now,1
我感觉很糟糕 immediately,1
我感觉很糟糕 please,1
我感觉很糟糕 as soon as possible,1
Please Help me,1
Please Help me right now,1
Please Help me immediately,1
Please Help me please,1
Please Help me as soon as possible,1
Please I need help,1
Please I need help right now,1
Please I need help immediately,1
Please I need help please,1
Please I need help as soon as possible,1
Please Emergency,1
Please Emergency right now,1
Please Emergency immediately,1
Please Emergency please,1
Please Emergency as soon as possible,1
Please Call ambulance,1
Please Call ambulance right now,1
Please Call ambulance immediately,1
Please Call ambulance please,1
Please Call ambulance as soon as possible,1
Please Call for help,1
Please Call for help right now,1
Please Call for help immediately,1
Please Call for help please,1
Please Call for help as soon as possible,1
Please I fell down,1
Please I fell down right now,1
Please I fell down immediately,1
Please I fell down please,1
Please I fell down as soon as possible,1
Please I am injured,1
Please I am injured right now,1
Please I am injured immediately,1
Please I am injured please,1
Please I am injured as soon as possible,1
Please I cannot move,1
Please I cannot move right now,1
Please I cannot move immediately,1
Please I cannot move please,1
Please I cannot move as soon as possible,1
Please I can't walk,1
Please I can't walk right now,1
Please I can't walk immediately,1
Please I can't walk please,1
Please I can't walk as soon as possible,1
Please I can't stand,1
Please I can't stand right now,1
Please I can't stand immediately,1
Please I can't stand please,1
Please I can't stand as soon as possible,1
Please I am in pain,1
Please I am in pain right now,1
Please I am in pain immediately,1
Please I am in pain please,1
Please I am in pain as soon as possible,1
Please My leg hurts,1
Please My leg hurts right now,1
Please My leg hurts immediately,1
Please My leg hurts please,1
Please My leg hurts as soon as possible,1
Please My head hurts,1
Please My head hurts right now,1
Please My head hurts immediately,1
Please My head hurts please,1
Please My head hurts as soon as possible,1
Please I feel dizzy,1
Please I feel dizzy right now,1
Please I feel dizzy immediately,1
Please I feel dizzy please,1
Please I feel dizzy as soon as possible,1
Please I feel weak,1
Please I feel weak right now,1
Please I feel weak immediately,1
Please I feel weak please,1
Please I feel weak as soon as possible,1
Please I might faint,1
Please I might faint right now,1
Please I might faint immediately,1
Please I might faint please,1
Please I might faint as soon as possible,1
Please I cannot breathe,1
Please I cannot breathe right now,1
Please I cannot breathe immediately,1
Please I cannot breathe please,1
Please I cannot breathe as soon as possible,1
Please I can't breathe,1
Please I can't breathe right now,1
Please I can't breathe immediately,1
Please I can't breathe please,1
Please I can't breathe as soon as possible,1
Please I am bleeding,1
Please I am bleeding right now,1
Please I am bleeding immediately,1
Please I am bleeding please,1
Please I am bleeding as soon as possible,1
Please I need urgent help,1
Please I need urgent help right now,1
Please I need urgent help immediately,1
Please I need urgent help please,1
Please I need urgent help as soon as possible,1
Please I need immediate help,1
Please I need immediate help right now,1
Please I need immediate help immediately,1
Please I need immediate help please,1
Please I need immediate help as soon as possible,1
Please I hit my head,1
Please I hit my head right now,1
Please I hit my head immediately,1
Please I hit my head please,1
Please I hit my head as soon as possible,1
Please I think I am dying,1
Please I think I am dying right now,1
Please I think I am dying immediately,1
Please I think I am dying please,1
Please I think I am dying as soon as possible,1
Please I feel like I am dying,1
Please I feel like I am dying right now,1
Please I feel like I am dying immediately,1
Please I feel like I am dying please,1
Please I feel like I am dying as soon as possible,1
Please Please help me,1
Please Please help me right now,1
Please Please help me immediately,1
Please Please help me please,1
Please Please help me as soon as possible,1
Please Send help,1
Please Send help right now,1
Please Send help immediately,1
Please Send help please,1
Please Send help as soon as possible,1
Please Call somebody,1
Please Call somebody right now,1
Please Call somebody immediately,1
Please Call somebody please,1
Please Call somebody as soon as possible,1
Please I lost consciousness,1
Please I lost consciousness right now,1
Please I lost consciousness immediately,1
Please I lost consciousness please,1
Please I lost consciousness as soon as possible,1
Please I feel terrible,1
Please I feel terrible right now,1
Please I feel terrible immediately,1
Please I feel terrible please,1
Please I feel terrible as soon as possible,1
Please My chest hurts,1
Please My chest hurts right now,1
Please My chest hurts immediately,1
Please My chest hurts please,1
Please My chest hurts as soon as possible,1
Please Tolong saya,1
Please Tolong saya right now,1
Please Tolong saya immediately,1
Please Tolong saya please,1
Please Tolong saya as soon as possible,1
Please Saya perlukan bantuan,1
Please Saya perlukan bantuan right now,1
Please Saya perlukan bantuan immediately,1
Please Saya perlukan bantuan please,1
Please Saya perlukan bantuan as soon as possible,1
Please Kecemasan,1
Please Kecemasan right now,1
Please Kecemasan immediately,1
Please Kecemasan please,1
Please Kecemasan as soon as possible,1
Please Panggil ambulans,1
Please Panggil ambulans right now,1
Please Panggil ambulans immediately,1
Please Panggil ambulans please,1
Please Panggil ambulans as soon as possible,1
Please Saya jatuh,1
Please Saya jatuh right now,1
Please Saya jatuh immediately,1
Please Saya jatuh please,1
Please Saya jatuh as soon as possible,1
Please Saya cedera,1
Please Saya cedera right now,1
Please Saya cedera immediately,1
Please Saya cedera please,1
Please Saya cedera as soon as possible,1
Please Saya tidak boleh bergerak,1
Please Saya tidak boleh bergerak right now,1
Please Saya tidak boleh bergerak immediately,1
Please Saya tidak boleh bergerak please,1
Please Saya tidak boleh bergerak as soon as possible,1
Please Saya tidak boleh berjalan,1
Please Saya tidak boleh berjalan right now,1
Please Saya tidak boleh berjalan immediately,1
Please Saya tidak boleh berjalan please,1
Please Saya tidak boleh berjalan as soon as possible,1
Please Saya tidak boleh berdiri,1
Please Saya tidak boleh berdiri right now,1
Please Saya tidak boleh berdiri immediately,1
Please Saya tidak boleh berdiri please,1
Please Saya tidak boleh berdiri as soon as possible,1
Please Saya sakit,1
Please Saya sakit right now,1
Please Saya sakit immediately,1
Please Saya sakit please,1
Please Saya sakit as soon as possible,1
Please Kaki saya sakit,1
Please Kaki saya sakit right now,1
Please Kaki saya sakit immediately,1
Please Kaki saya sakit please,1
Please Kaki saya sakit as soon as possible,1
Please Kepala saya sakit,1
Please Kepala saya sakit right now,1
Please Kepala saya sakit immediately,1
Please Kepala saya sakit please,1
Please Kepala saya sakit as soon as possible,1
Please Saya pening,1
Please Saya pening right now,1
Please Saya pening immediately,1
Please Saya pening please,1
Please Saya pening as soon as possible,1
Please Saya rasa lemah,1
Please Saya rasa lemah right now,1
Please Saya rasa lemah immediately,1
Please Saya rasa lemah please,1
Please Saya rasa lemah as soon as possible,1
Please Saya mungkin pengsan,1
Please Saya mungkin pengsan right now,1
Please Saya mungkin pengsan immediately,1
Please Saya mungkin pengsan please,1
Please Saya mungkin pengsan as soon as possible,1
Please Saya tidak boleh bernafas,1
Please Saya tidak boleh bernafas right now,1
Please Saya tidak boleh bernafas immediately,1
Please Saya tidak boleh bernafas please,1
Please Saya tidak boleh bernafas as soon as possible,1
Please Saya berdarah,1
Please Saya berdarah right now,1
Please Saya berdarah immediately,1
Please Saya berdarah please,1
Please Saya berdarah as soon as possible,1
Please Saya perlukan bantuan segera,1
Please Saya perlukan bantuan segera right now,1
Please Saya perlukan bantuan segera immediately,1
Please Saya perlukan bantuan segera please,1
Please Saya perlukan bantuan segera as soon as possible,1
Please Tolong bantu saya,1
Please Tolong bantu saya right now,1
Please Tolong bantu saya immediately,1
Please Tolong bantu saya please,1
Please Tolong bantu saya as soon as possible,1
Please Saya rasa seperti mahu mati,1
Please Saya rasa seperti mahu mati right now,1
Please Saya rasa seperti mahu mati immediately,1
Please Saya rasa seperti mahu mati please,1
Please Saya rasa seperti mahu mati as soon as possible,1
Please Dada saya sakit,1
Please Dada saya sakit right now,1
Please Dada saya sakit immediately,1
